Author;"Book Title";Published;Rating;Description
"J.R.R. Tolkien";"The Fellowship of the Ring";2009;4.37;"One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them.

“A unique, wholly realized other world, evoked from deep in the well of Time, massively detailed, absorbingly entertaining, profound in meaning.”—The New York Times

In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, the Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose."
"J.R.R. Tolkien";"[The Great Tales of Middle-earth 3 Book set";2022;0.00;"Sin descripción"
"J.R.R. Tolkien";"Novels (Hobbit / Lord of the Rings)";2010;4.57;"Contains:

 - [Hobbit](https://openlibrary.org/works/OL262758W)
 - [The Fellowship of the Ring][1]
 - [The Two Towers][2]
 - [The Return of the King][3]

  [1]: https://openlibrary.org/works/OL15331214W/The_Fellowship_of_the_Ring
  [2]: https://openlibrary.org/works/OL262757W/The_Two_Towers
  [3]: https://openlibrary.org/works/OL27516W/The_Return_of_the_King"
"J.R.R. Tolkien";"Unfinished tales of Numenor and Middle-earth [3/3]";2010;5.00;"Sin descripción"
"J.R.R. Tolkien";"Estuche Tolkien";2023;0.00;"Sin descripción"
"J.R.R. Tolkien";"Harpatkaʾot Tom Bombadil";2023;0.00;"Sin descripción"
"J.R.R. Tolkien";"ha-Napaḥ mi-Ṿuṭon Raba";2023;0.00;"Sin descripción"
"J.R.R. Tolkien";"Shuvo shel melekh";2023;0.00;"Sin descripción"
"J.R.R. Tolkien";"Fabelhafte Geschichten.";2023;0.00;"Sin descripción"
"J.R.R. Tolkien";"Shene migdalim";2023;0.00;"Sin descripción"
"J.R.R. Tolkien";"Sir Gawain & the Green Knight";2023;0.00;"Sin descripción"
"J.R.R. Tolkien";"Ḥavurat ha-Ṭabaʻat";2023;0.00;"Sin descripción"
"Aldous Huxley";"The complete etchings of Goya";2025;0.00;"Sin descripción"
"Aldous Huxley";"New-fashioned Christmas";2025;0.00;"Sin descripción"
"Aldous Huxley";"Proper studies";2025;0.00;"Sin descripción"
"Aldous Huxley";"Philosophy -- A Text with Readings";2009;4.33;"Readings include:
[Araby](https://openlibrary.org/works/OL20570121W)"
"Aldous Huxley";"Brave New World";2016;0.00;"Sin descripción"
"Aldous Huxley";"Brave New World";2017;0.00;"Sin descripción"
"Aldous Huxley";ロード・ジム;2025;0.00;"Sin descripción"
"Aldous Huxley";Novelly;2025;0.00;"Sin descripción"
"Aldous Huxley";"Heaven & hell";2025;0.00;"Sin descripción"
"Aldous Huxley";"Davar ṿe-hipukho";2025;0.00;"Sin descripción"
"Aldous Huxley";"Those barren leaves";2025;0.00;"Sin descripción"
"Aldous Huxley";"By Aldous Huxley - Brave New World (A Play) (Acting) (1970-06-16) [Paperback]";2023;0.00;"Sin descripción"
"Aldous Huxley";"Brave new world, unabridged and unadapted from the original text, and with fourteen related readings";2025;0.00;"Sin descripción"
"Aldous Huxley";"Brave new world, unabridged and unadapted from the original text, and with seventeen related readings";2025;0.00;"Sin descripción"
"Aldous Huxley";"Antic hay";2025;0.00;"Sin descripción"
"Aldous Huxley";"The 50 Greatest Mysteries of All Time";2009;0.00;"[Purloined Letter](https://openlibrary.org/works/OL41065W) / Edgar Allan Poe
A terribly strange bed / Wilkie Collins
The three strangers / Thomas Hardy
T[he red-headed league](https://openlibrary.org/works/OL262476W) / Arthur Conan Doyle
The corpus delecti / Melville Davisson Post
Gentlemen and players / E.W. Hornung
A journey / Edith Wharton
The leopard man's story / Jack London
A retrieved reformation / O. Henry
The problem of Cell 13 / Jacques Futrelle
The absent-minded coterie / Robert Barr
The invisible man / G.K. Chesterton
The infallible Godahl / Frederick Irving Anderson
The adventure of the unique ""Hamlet"" / Vincent Starrett
The Gioconda smile / Aldous Huxley
Haircut / Ring Lardner
The killers / Ernest Hemingway
The hands of Mr. Ottermole / Thomas Burke
The little house at Croix-Rousse / Georges Simenon
The case of the missing patriarchs / Logan Clendening
Clerical error / James Gould Cozzens
The two bottles of relish / Lord Dunsany
The chaser / John Collier
The perfect crime / Ben Ray Redman
Yours truly, Jack the Ripper / Robert Bloch
The blind spot / Barry Perowne
The catbird seat / James Thurber
Recipe for murder / C.P. Donnel Jr.
The nine mile walk / Harry Kemelman
Kill or be killed / Ogden Nash
The specialty of the house / Stanley Ellin
Nearly perfect / A.A. Milne
The Gettysburg Bugle / Ellery Queen
The last spin / Evan Hunter
Stand up and die! / Mickey Spillane
A new leaf / Jack Ritchie
The snail-watcher / Patricia Highsmith
The long way down / Edward D. Hoch
The man who never told a lie / Isaac Asimov
I have / John Gardner
[Quitters, Inc.](https://openlibrary.org/works/OL149153W) / Stephen King
Horn man / Clark Howard
The new girl friend / Ruth Rendell
By the dawn's early light / Lawrence Block
Iris / Stephen Greenleaf
High Darktown / James Ellroy
The Pietro Andromache / Sara Paretsky
Soft monkey / Harlan Ellison
The hand of Carlos / Charles McCarry
Karen makes out / Elmore Leonard"
"Aldous Huxley";"Davar nora ḳarah li-geveret ʻorev";2025;0.00;"Sin descripción"
"Aldous Huxley";"Grey eminence";2025;0.00;"Sin descripción"
"Aldous Huxley";"Do what you will";2025;0.00;"Sin descripción"
"Aldous Huxley";"Collected essays";2025;0.00;"Sin descripción"
"Aldous Huxley";"Music at night";2025;0.00;"Sin descripción"
"Aldous Huxley";"Themes and variations";2025;0.00;"Sin descripción"
"Aldous Huxley";"ʻIṿer be-ʻAzah";2025;0.00;"Sin descripción"
"Aldous Huxley";"Puertas de la Percepción";2024;0.00;"Sin descripción"
"Aldous Huxley";Isla;2024;0.00;"Sin descripción"
"Aldous Huxley";Contrapunto;2024;0.00;"Sin descripción"
"Aldous Huxley";"Filosofía Perenne";2024;0.00;"Sin descripción"
"Aldous Huxley";"Las Puertas de la Percepción";2024;0.00;"Sin descripción"
"Aldous Huxley";"Mono y Esencia";2024;0.00;"Sin descripción"
"Aldous Huxley";"Mundo Feliz";2024;0.00;"Sin descripción"
"Aldous Huxley";Relatos;2024;0.00;"Sin descripción"
"Aldous Huxley";"Nueva Visita a un Mundo Feliz";2024;0.00;"Sin descripción"
"Aldous Huxley";"Jóven Arquímedes";2024;0.00;"Sin descripción"
"Aldous Huxley";Island;2025;0.00;"Sin descripción"
"Aldous Huxley";"Crome Yellow";2024;0.00;"Sin descripción"
"Aldous Huxley";Limbo;2021;0.00;"Sin descripción"
"Aldous Huxley";"Mortal Coils";2021;0.00;"Sin descripción"
"Aldous Huxley";"Burning Wheel";2021;0.00;"Sin descripción"
"Aldous Huxley";"Defeat of Youth and Other Poems";2024;0.00;"Sin descripción"
"Aldous Huxley";"Burning Wheel";2024;0.00;"Sin descripción"
"Aldous Huxley";"Les Diables de Loudon";2024;0.00;"Sin descripción"
"Aldous Huxley";"Two or Three Graces";2024;0.00;"Sin descripción"
"Aldous Huxley";"Music at Night";2024;0.00;"Sin descripción"
"Aldous Huxley";"Tour du monde d'un sceptique";2024;0.00;"Sin descripción"
"Aldous Huxley";"Antic hay";2024;0.00;"Sin descripción"
"Aldous Huxley";"Grey eminence";2024;0.00;"Sin descripción"
"Aldous Huxley";"PR Library Pack Level 6";2022;0.00;"Sin descripción"
"Aldous Huxley";"Those Barren Leaves";2024;0.00;"Sin descripción"
"Aldous Huxley";"Brief Candles. Four Stories";2024;0.00;"Sin descripción"
"Aldous Huxley";"Defeat of Youth and Other Poems";2024;0.00;"Sin descripción"
